Age,Gender,Country,family_history,treatment,work_interfere,self_employed,remote_work,no_employees,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
35,Male,United States,Yes,Yes,Sometimes,No,No,More than 1000,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
39,Male,United States,No,No,NA,No,Yes,More than 1000,Yes,No,Yes,No,No,Don't know,Very difficult,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,No,No
32,Male,Germany,No,No,Sometimes,Yes,Yes,More than 1000,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,No,No
43,Male,Mexico,No,No,NA,Yes,Yes,More than 1000,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No
56,Male,United States,No,Yes,Rarely,No,Yes,More than 1000,Yes,Yes,Yes,Don't know,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,Yes,Yes,No
32,Female,United Kingdom,Yes,Yes,Sometimes,No,No,100-500,Yes,Don't know,No,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,Some of them,No,Yes,Don't know,Yes
41,Male,United Kingdom,No,No,NA,No,No,26-100,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,Maybe,Some of them,Some of them,No,Yes,No,Yes
39,Male,United States,No,No,NA,No,Yes,More than 1000,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No
37,Male,United States,Yes,No,NA,No,No,500-1000,No,Yes,Yes,No,No,Yes,Very easy,Maybe,No,No,No,No,No,No,No
30,Male,United States,Yes,Yes,Sometimes,Yes,Yes,More than 1000,Yes,Don't know,Not sure,No,Don't know,Don't know,Very difficult,Yes,No,No,No,No,Maybe,Don't know,No
31,Male,United States,No,No,NA,No,No,26-100,Yes,Yes,No,Yes,No,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No
29,Male,United States,No,No,NA,No,No,More than 1000,No,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know,No
23,Female,United Kingdom,Yes,No,Never,No,No,More than 1000,No,No,No,No,Yes,Don't know,Somewhat easy,Yes,Maybe,No,No,No,Maybe,Don't know,No
31,Male,United States,No,Yes,Never,No,No,26-100,Yes,Yes,Yes,No,Don't know,Yes,Very easy,Maybe,No,No,No,No,No,Don't know,No
29,Male,United States,Yes,Yes,Sometimes,No,No,26-100,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Yes,No
30,Male,United States,No,No,Never,No,Yes,26-100,Yes,Yes,Yes,Don't know,Don't know,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
37,Male,United States,No,No,Never,No,Yes,500-1000,Yes,Yes,No,Yes,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Yes,Yes
36,Male,United States,No,No,Never,Yes,No,More than 1000,Yes,Yes,No,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Yes,Yes,Yes,Yes,No
35,Male,United States,Yes,Yes,Sometimes,No,Yes,26-100,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Maybe,No,No
41,Male,United States,Yes,No,Never,No,Yes,500-1000,No,Don't know,No,No,No,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No
31,Male,United Kingdom,No,Yes,Rarely,No,No,More than 1000,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No
38,Male,United Kingdom,Yes,No,NA,No,No,500-1000,No,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
26,Male,India,No,No,NA,Yes,No,100-500,Yes,No,No,No,No,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No
39,Male,United States,Yes,No,Sometimes,No,No,More than 1000,Yes,Yes,No,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,Don't know,Yes
42,Male,United States,Yes,No,Sometimes,Yes,Yes,More than 1000,No,Yes,Not sure,Don't know,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Maybe,Don't know,No
32,Male,United States,Yes,Yes,Rarely,Yes,Yes,More than 1000,Yes,No,Yes,No,No,Don't know,Very difficult,Yes,No,Some of them,No,No,Maybe,Don't know,No
29,Male,United States,Yes,No,NA,No,No,100-500,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No
30,Male,United States,Yes,No,Never,No,No,100-500,Yes,Yes,No,Don't know,Yes,Don't know,Very difficult,Yes,Yes,Some of them,No,Maybe,Maybe,No,No
40,Male,United States,Yes,Yes,Often,No,Yes,500-1000,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Yes,Don't know,No
51,Male,United States,No,No,NA,No,No,100-500,No,Don't know,Not sure,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Yes,No,No,Don't know,No
33,Male,United States,No,No,Never,No,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,No
34,Male,Germany,No,Yes,Sometimes,Yes,Yes,More than 1000,Yes,No,Not sure,No,No,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
50,Male,United States,No,No,Never,Yes,Yes,More than 1000,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
24,Male,United States,No,No,Sometimes,No,Yes,26-100,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No
25,Male,United States,Yes,Yes,Rarely,No,No,26-100,No,No,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,No,No
43,Male,United Kingdom,Yes,Yes,Rarely,No,No,26-100,Yes,No,No,No,No,Don't know,Very difficult,Yes,Yes,Some of them,No,No,No,No,Yes
25,Female,United States,No,Yes,Often,Yes,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,Maybe,Some of them,Some of them,No,No,Yes,Yes
24,Male,United Kingdom,No,No,NA,Yes,Yes,More than 1000,Yes,No,Yes,No,No,Yes,Very easy,No,No,No,No,No,Maybe,Yes,No
51,Male,United States,No,No,Never,Yes,No,More than 1000,Yes,No,Yes,No,No,Yes,Somewhat difficult,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No
49,Male,United States,Yes,Yes,Sometimes,No,No,More than 1000,Yes,Yes,Yes,No,Yes,Yes,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,No,Yes
30,Male,United States,No,No,NA,No,Yes,More than 1000,Yes,Yes,No,Yes,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No
25,Female,United States,Yes,Yes,Sometimes,No,No,More than 1000,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Yes,Yes,No,No,No,No,No,No
36,Male,United States,No,Yes,Rarely,No,Yes,500-1000,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No
48,Male,United States,No,Yes,Never,No,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,Maybe,Yes,Yes,No,Maybe,Yes,Yes
48,Male,Australia,No,Yes,Sometimes,No,No,More than 1000,Yes,No,No,No,No,Don't know,Somewhat easy,Yes,No,Some of them,No,No,Maybe,No,Yes
53,Male,United States,No,Yes,Rarely,No,Yes,More than 1000,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Don't know,No
24,Female,United Kingdom,Yes,Yes,Often,No,Yes,More than 1000,Yes,No,No,No,No,Don't know,Very easy,No,No,Yes,Yes,No,No,Don't know,No
33,Male,United States,Yes,Yes,Sometimes,No,No,26-100,Yes,Don't know,Yes,No,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,No,Don't know,No
25,Female,Canada,Yes,Yes,Sometimes,No,No,More than 1000,Yes,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No
30,Male,United Kingdom,No,Yes,Sometimes,No,No,26-100,Yes,No,No,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,No,No,Maybe,No,No
30,Male,United States,No,No,Never,Yes,Yes,More than 1000,Yes,No,Yes,No,No,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No
34,Male,United Kingdom,No,Yes,Sometimes,Yes,Yes,More than 1000,Yes,No,No,No,No,Yes,Somewhat difficult,No,No,Some of them,Some of them,No,No,Yes,No
31,Male,United States,No,No,NA,No,Yes,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No
22,Female,United States,Yes,Yes,Often,No,No,More than 1000,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No
28,Male,United States,Yes,No,Sometimes,No,No,More than 1000,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Yes,Don't know,No
35,Male,United States,Yes,Yes,Rarely,No,No,26-100,No,Yes,Yes,No,Yes,Yes,Somewhat difficult,Maybe,No,Some of them,Some of them,No,No,No,No
28,Male,United States,Yes,Yes,Sometimes,No,No,26-100,No,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No
42,Male,New Zealand,No,Yes,Sometimes,No,No,More than 1000,No,No,Yes,Don't know,No,Yes,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,Yes,No,Yes
33,Male,United States,Yes,No,NA,No,No,500-1000,Yes,Yes,No,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
29,Male,United States,No,No,Sometimes,No,No,More than 1000,Yes,Yes,No,Yes,No,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No
43,Male,United States,Yes,No,Sometimes,No,No,500-1000,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,No,No
29,Male,United States,No,No,NA,No,No,26-100,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No
25,Male,United States,No,No,NA,No,Yes,100-500,Yes,Yes,No,No,No,Yes,Don't know,No,No,Yes,Yes,Maybe,Maybe,Don't know,No
31,Male,United States,Yes,No,Never,No,No,100-500,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,No,No,Some of them,Yes,No,No,Don't know,No
35,Female,United States,Yes,Yes,Sometimes,No,No,More than 1000,No,Yes,Not sure,Yes,Yes,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,Yes,No
34,Male,United States,No,No,Often,No,No,More than 1000,Yes,Don't know,No,No,Yes,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No
43,Male,United States,No,Yes,Sometimes,No,Yes,100-500,Yes,Yes,Yes,No,Yes,Yes,Very difficult,Yes,Maybe,Some of them,No,No,Maybe,No,Yes
38,Male,United States,Yes,Yes,Sometimes,No,No,100-500,Yes,No,Not sure,No,No,Don't know,Very difficult,Yes,Yes,No,Some of them,No,Maybe,No,No
26,Male,United States,Yes,Yes,Sometimes,No,No,More than 1000,Yes,Don't know,Not sure,No,Yes,Yes,Very difficult,Maybe,No,Some of them,Some of them,Yes,Yes,No,Yes
38,Male,United Kingdom,Yes,Yes,Rarely,Yes,Yes,More than 1000,No,No,No,No,No,Yes,Very difficult,Maybe,No,No,No,No,No,No,No
42,Male,United States,No,Yes,Often,No,No,More than 1000,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No
33,Male,Netherlands,Yes,Yes,NA,No,No,More than 1000,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,Yes,Yes
32,Male,United States,No,Yes,Rarely,No,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,No,Don't know,No
44,Male,United States,Yes,Yes,Sometimes,No,Yes,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,No,No
28,Male,United States,Yes,Yes,Rarely,No,No,More than 1000,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,No,No
40,Male,United States,Yes,Yes,Sometimes,No,Yes,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Very difficult,Yes,No,Some of them,Some of them,No,Maybe,Don't know,Yes
31,Female,United States,Yes,Yes,Sometimes,No,No,500-1000,Yes,Yes,Yes,No,Don't know,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,No
32,Male,United States,Yes,No,Sometimes,No,No,100-500,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,No,Some of them,No,No,No,Don't know,No
28,Male,United States,Yes,Yes,Sometimes,No,No,More than 1000,Yes,Don't know,No,Don't know,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,No,No
39,Male,United States,Yes,Yes,Often,No,No,26-100,Yes,Yes,Yes,No,No,Yes,Don't know,Yes,No,Some of them,No,No,No,No,No
45,Male,United States,No,No,NA,No,No,More than 1000,No,Yes,Yes,Yes,Yes,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Yes,No
43,Male,United States,No,Yes,Rarely,No,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Yes,No
35,Male,United States,No,Yes,Sometimes,No,No,More than 1000,Yes,Yes,Yes,Don't know,Yes,Don't know,Very difficult,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
40,Male,United States,Yes,Yes,Sometimes,No,No,More than 1000,Yes,Yes,Yes,Don't know,Don't know,Yes,Very easy,Maybe,No,Some of them,Some of them,No,No,Don't know,No
34,Male,Netherlands,No,Yes,Rarely,No,No,26-100,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
24,Male,United Kingdom,Yes,Yes,Often,No,No,26-100,No,Don't know,Yes,No,No,No,Somewhat easy,Yes,Maybe,Some of them,Yes,No,Maybe,No,Yes
61,Male,South Africa,No,Yes,Sometimes,Yes,Yes,More than 1000,Yes,No,No,No,No,Don't know,Very difficult,Yes,Maybe,Some of them,Yes,No,Maybe,No,Yes
36,Female,United States,Yes,Yes,Rarely,No,No,More than 1000,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,Some of them,No,No,No,Don't know,No
38,Male,United States,No,No,NA,No,No,More than 1000,Yes,No,No,No,No,Yes,Don't know,Maybe,No,Some of them,Yes,Maybe,Maybe,Don't know,No
33,Male,Germany,Yes,Yes,Often,No,No,26-100,Yes,Don't know,Not sure,Yes,No,Yes,Somewhat easy,No,No,Some of them,Yes,Yes,Yes,Yes,No
30,Male,United States,Yes,No,Never,No,No,More than 1000,No,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,No,No,No
34,Male,Netherlands,Yes,Yes,Rarely,Yes,Yes,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Some of them,No,Maybe,Yes,No
26,Male,United States,No,Yes,Rarely,No,No,More than 1000,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,No,No
33,Male,United Kingdom,No,No,NA,No,No,More than 1000,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No
32,Male,United Kingdom,No,No,NA,No,No,More than 1000,Yes,Don't know,No,No,No,Don't know,Very easy,No,No,No,Yes,No,Maybe,No,No
25,Male,Germany,No,No,Sometimes,Yes,Yes,More than 1000,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,Yes,Yes,Yes,No
35,Male,Germany,No,Yes,Sometimes,Yes,Yes,26-100,No,Don't know,No,No,No,Don't know,Somewhat difficult,Yes,Maybe,Yes,No,No,Maybe,Don't know,No
24,Male,United Kingdom,Yes,No,Often,Yes,Yes,More than 1000,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No
55,Male,United Kingdom,No,Yes,Often,No,No,More than 1000,No,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,Yes,Maybe,No,Some of them,No,Maybe,No,Yes
33,Male,United Kingdom,Yes,Yes,Sometimes,Yes,Yes,More than 1000,Yes,No,Yes,No,No,No,Very difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,No,Yes
26,Female,United Kingdom,Yes,Yes,Sometimes,Yes,Yes,More than 1000,Yes,No,No,No,No,Don't know,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No
25,Male,United Kingdom,No,No,Never,No,Yes,More than 1000,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,No,No,Don't know,No
45,Male,United Kingdom,Yes,No,Rarely,No,No,100-500,No,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No
33,Female,United Kingdom,No,Yes,Sometimes,Yes,Yes,More than 1000,Yes,No,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Don't know,No
43,Male,United States,No,No,Sometimes,No,Yes,More than 1000,Yes,No,Not sure,No,No,Don't know,Very difficult,Yes,Maybe,No,No,No,Maybe,No,Yes
30,Male,United Kingdom,No,Yes,Sometimes,Yes,No,More than 1000,Yes,No,Yes,No,No,No,Very difficult,Yes,Yes,No,No,No,No,Yes,Yes
40,Male,United States,Yes,Yes,Rarely,No,No,More than 1000,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,No
49,Male,United States,Yes,No,Never,No,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,Yes,Yes,No,No,Yes,No
29,Male,Germany,No,No,NA,No,No,More than 1000,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Don't know,No
26,Male,Germany,No,No,NA,No,No,500-1000,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No
38,Male,United States,No,No,Never,No,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,Yes
27,Male,France,Yes,No,NA,No,No,500-1000,No,Yes,Yes,Don't know,No,Yes,Somewhat easy,Maybe,Maybe,No,Some of them,No,Maybe,Don't know,Yes
26,Male,Belgium,No,No,Never,No,No,More than 1000,Yes,Yes,No,No,No,No,Somewhat easy,Maybe,No,No,No,No,No,Don't know,No
28,Male,United Kingdom,Yes,Yes,Often,No,No,26-100,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,No,No,No,No
40,Male,United States,Yes,Yes,Sometimes,No,Yes,More than 1000,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,Maybe,No,No
37,Female,Canada,Yes,Yes,Rarely,Yes,Yes,More than 1000,Yes,No,Yes,No,No,Yes,Somewhat easy,Yes,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,Yes
34,Female,United Kingdom,Yes,Yes,Often,No,Yes,26-100,No,Yes,Yes,No,Yes,No,Somewhat easy,Yes,Yes,Some of them,No,No,No,Don't know,No
28,Male,United States,Yes,Yes,Often,No,No,100-500,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Don't know,No
27,Male,Canada,No,No,Never,No,No,26-100,Yes,Yes,Not sure,Yes,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
29,Male,United Kingdom,No,Yes,Sometimes,No,Yes,More than 1000,Yes,No,No,No,No,Don't know,Very easy,No,No,Yes,Yes,No,Yes,Yes,No
39,Female,United Kingdom,Yes,No,Rarely,No,Yes,500-1000,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Yes,Yes,No,No,No,No,No,Yes
28,Male,United Kingdom,No,No,Often,No,No,More than 1000,Yes,No,No,No,No,No,Somewhat difficult,Yes,No,No,No,No,Yes,Yes,No
23,Male,United States,Yes,No,Sometimes,No,No,26-100,Yes,Yes,Not sure,Yes,Yes,Yes,Somewhat easy,No,No,No,No,No,Maybe,Don't know,No
38,Male,United Kingdom,No,No,NA,No,Yes,More than 1000,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No
19,Male,United Kingdom,No,No,NA,No,No,More than 1000,Yes,Yes,No,No,Yes,Don't know,Very easy,No,No,Yes,Yes,No,No,Yes,No
30,Female,United States,Yes,Yes,Sometimes,No,No,26-100,Yes,Yes,Yes,Yes,Don't know,Yes,Very easy,No,No,Some of them,No,No,No,Yes,No
28,Male,United Kingdom,No,No,NA,Yes,Yes,More than 1000,Yes,No,Yes,No,No,Yes,Very easy,Maybe,Maybe,No,No,No,No,Yes,No
20,Male,India,No,Yes,Sometimes,No,No,26-100,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,No,No,No,No,Maybe,Yes,No
35,Male,United Kingdom,No,No,Sometimes,Yes,No,More than 1000,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No
39,Male,United States,No,Yes,Rarely,No,Yes,100-500,Yes,Yes,Yes,No,No,Yes,Very easy,Maybe,No,Some of them,Yes,No,No,Don't know,No
31,Female,United States,Yes,No,Never,No,No,More than 1000,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No
32,Male,United Kingdom,No,No,Rarely,No,No,500-1000,Yes,No,No,No,No,Don't know,Don't know,Yes,No,No,No,No,No,Don't know,No
27,Male,Sweden,No,No,NA,No,No,More than 1000,Yes,No,No,No,No,Don't know,Don't know,No,No,No,No,No,No,Don't know,No
25,Male,United States,Yes,Yes,Often,No,Yes,More than 1000,Yes,Yes,Yes,No,Don't know,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Don't know,No
42,Male,United States,Yes,Yes,Sometimes,No,Yes,More than 1000,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No
34,Male,United States,Yes,Yes,Often,No,No,100-500,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Don't know,No
26,Female,United States,No,Yes,Sometimes,No,Yes,26-100,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,Maybe,Maybe,Don't know,Yes
35,Male,United Kingdom,Yes,Yes,Sometimes,No,No,More than 1000,Yes,No,Yes,No,No,Yes,Very easy,Yes,Yes,Some of them,Some of them,No,Maybe,Yes,Yes
34,Male,United Kingdom,No,No,Never,No,No,500-1000,Yes,Don't know,No,No,Don't know,Don't know,Very easy,Maybe,No,Yes,Yes,No,No,Yes,No
38,Male,United States,Yes,Yes,Sometimes,No,Yes,100-500,No,Yes,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Don't know,No
34,Male,United States,No,No,Sometimes,No,No,100-500,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,No,Some of them,No,No,Maybe,Don't know,No
39,Male,United States,Yes,Yes,Sometimes,No,Yes,More than 1000,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No
44,Female,United States,No,No,NA,No,No,100-500,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Yes,No,No,No,No,No,Don't know,No
40,Male,United States,No,No,NA,No,No,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,No,No,Yes,No,No,Don't know,No
33,Female,United States,No,No,Never,Yes,Yes,More than 1000,Yes,No,Yes,Don't know,Don't know,Yes,Somewhat easy,Maybe,No,No,Some of them,No,No,Yes,No
24,Female,United States,Yes,No,Sometimes,No,No,More than 1000,No,Yes,Yes,No,Don't know,Don't know,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,No,No,Yes
38,Female,United States,Yes,No,Sometimes,No,Yes,26-100,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No
31,Male,United States,No,No,Sometimes,No,No,More than 1000,Yes,Yes,Not sure,Yes,Yes,Yes,Don't know,Yes,Maybe,Some of them,Some of them,No,Maybe,Yes,No
23,Male,Israel,No,No,NA,No,No,100-500,Yes,Don't know,Not sure,No,No,Yes,Very easy,Maybe,No,Some of them,Yes,Maybe,Yes,Don't know,No
26,Female,United States,No,No,NA,No,No,More than 1000,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No
46,Female,United States,No,Yes,Often,No,No,More than 1000,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,No,Some of them,Some of them,No,No,No,Yes
30,Male,United States,Yes,Yes,Sometimes,No,Yes,26-100,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No
25,Male,United States,No,No,Rarely,No,Yes,26-100,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Yes,No,Some of them,Some of them,No,Yes,Don't know,Yes
19,Male,Canada,No,No,Never,No,Yes,26-100,Yes,Don't know,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,No,No
30,Female,United States,Yes,Yes,Sometimes,No,No,500-1000,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,No,Yes
32,Male,United States,No,No,Never,No,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No
32,Male,United Kingdom,No,No,NA,No,No,More than 1000,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,Don't know,No
37,Male,United States,Yes,No,Sometimes,No,Yes,26-100,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No
42,Male,United States,Yes,Yes,Sometimes,No,Yes,More than 1000,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
25,Female,United States,No,No,Never,No,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,No,Yes,No
19,Male,United States,No,No,Sometimes,No,No,More than 1000,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No
40,Female,United States,Yes,No,Never,No,Yes,100-500,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No
34,Male,United States,No,No,NA,No,No,More than 1000,No,Yes,Not sure,Yes,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,No,Don't know,No
